gene,mean_log_normalized_expression,fraction_of_cells_expressing
MINPP1,0.0237564,0.019908851043415686
ZBED4,0.023752403,0.020148716718637563
HECTD3,0.02374813,0.019429119692971935
CARM1,0.023741104,0.019429119692971935
GPD1L,0.023735475,0.018949388342528184
FBF1,0.023735214,0.01918925401775006
RP5-1028K7.2,0.023734901,0.017270328615975054
ZNRD1-AS1,0.02373198,0.01918925401775006
SASS6,0.023730915,0.01918925401775006
ZNF737,0.023727277,0.017989925641640682
FBXO46,0.023725044,0.018229791316862556
CTC-459F4.3,0.023720765,0.018949388342528184
PLCXD1,0.023717757,0.019429119692971935
ARSK,0.023716055,0.01918925401775006
CTD-3131K8.2,0.023711514,0.018949388342528184
ANKRD37,0.023705926,0.02038858239385944
RP11-706O15.1,0.02369642,0.01870952266730631
PRUNE,0.023695324,0.01918925401775006
RTKN2,0.023692686,0.01631086591508755
TLR7,0.023691481,0.019908851043415686
PF4,0.023680512,0.013432477812425042
RP11-545E17.3,0.023672841,0.018949388342528184
AREL1,0.023667686,0.018949388342528184
MOB3C,0.02364763,0.019429119692971935
SVIL-AS1,0.023622982,0.019668985368193812
TAF5L,0.02362124,0.01918925401775006
TKTL1,0.0236033,0.01918925401775006
PRMT6,0.023595668,0.01870952266730631
GPA33,0.023586804,0.018949388342528184
CLU,0.023580467,0.01631086591508755
PTBP2,0.023577463,0.018949388342528184
TTYH2,0.02357196,0.019908851043415686
ATG2B,0.023568643,0.019429119692971935
XX-FW83563B9.5,0.023565428,0.017750059966418805
PIAS3,0.02356069,0.018949388342528184
ZNF606,0.023556769,0.018469656992084433
IGF1R,0.023548264,0.018949388342528184
NLRC4,0.023542255,0.018949388342528184
TMEM94,0.023530032,0.018229791316862556
MFSD13A,0.023529172,0.01918925401775006
KLF16,0.023513442,0.019908851043415686
METTL25,0.023512458,0.019429119692971935
EZH2,0.02351213,0.018469656992084433
ACTR5,0.023497915,0.01870952266730631
MIPEP,0.02349369,0.01918925401775006
LL22NC03-86G7.1,0.023491438,0.018949388342528184
CRAT,0.023472417,0.019429119692971935
NCDN,0.023471134,0.018949388342528184
MON1A,0.023457091,0.01918925401775006
RNU11,0.023442898,0.019668985368193812
DST,0.02342081,0.019668985368193812
DTHD1,0.023394845,0.01631086591508755
BATF3,0.023389228,0.019908851043415686
ZNF407,0.023389226,0.018949388342528184
C17orf80,0.023385542,0.019668985368193812
SPATS2L,0.023372166,0.018469656992084433
PGAM5,0.023371786,0.018949388342528184
NUP188,0.023367466,0.01918925401775006
ZNF337,0.02331474,0.01918925401775006
CCSAP,0.023301102,0.020148716718637563
WDR44,0.023296604,0.01918925401775006
KLC4,0.02327033,0.020148716718637563
RP11-493L12.4,0.023247508,0.018949388342528184
SLC9A7,0.023246905,0.01918925401775006
C3orf14,0.023244387,0.019429119692971935
GORAB,0.023228813,0.018469656992084433
DBN1,0.023213368,0.018949388342528184
LRRC8B,0.023208758,0.019429119692971935
ZNF10,0.023199081,0.019668985368193812
ZNF563,0.023163086,0.018229791316862556
ANGPT2,0.023158697,0.018229791316862556
PTK2,0.023113493,0.018229791316862556
KIFC2,0.023097701,0.018949388342528184
IPP,0.02309747,0.017750059966418805
WRN,0.023094313,0.018949388342528184
UBOX5,0.023091838,0.01918925401775006
TAGLN,0.023090674,0.019908851043415686
C10orf35,0.02308913,0.018469656992084433
MPND,0.023087895,0.019668985368193812
GTPBP2,0.023074219,0.018229791316862556
PSTK,0.023072552,0.018949388342528184
RLN2,0.023070302,0.017750059966418805
EVA1C,0.023068687,0.01870952266730631
PTCRA,0.023056924,0.013672343487646918
RBAK,0.023048956,0.018469656992084433
PCYOX1L,0.023044076,0.01870952266730631
AC058791.1,0.023041375,0.018469656992084433
MANEA,0.023025146,0.018949388342528184
PTRH2,0.023023074,0.018949388342528184
LIN54,0.022982279,0.01870952266730631
NLRP12,0.022981586,0.01918925401775006
JHDM1D-AS1,0.022960698,0.018949388342528184
SCRN1,0.02293225,0.020628448069081314
RHPN1,0.022929965,0.018469656992084433
MAP3K6,0.022913227,0.017989925641640682
PDE4A,0.022892337,0.018469656992084433
WARS2,0.02288225,0.01918925401775006
GOLGA1,0.022879178,0.018949388342528184
LMOD3,0.022865435,0.01751019429119693
ERCC8,0.022864932,0.019429119692971935
TBXA2R,0.022861982,0.017750059966418805
VWA8,0.022859367,0.01918925401775006
LIMS2,0.022809105,0.017750059966418805
SPATA5,0.022806806,0.018229791316862556
ZNF398,0.022803348,0.017989925641640682
FEN1,0.022794645,0.018949388342528184
PSKH1,0.022790732,0.018469656992084433
ZNF668,0.022789882,0.017989925641640682
ZFAND4,0.022788389,0.018949388342528184
PPP1R3F,0.022786027,0.018949388342528184
OASL,0.022782857,0.018469656992084433
RPP40,0.022765426,0.018949388342528184
NAP1L5,0.022764185,0.017989925641640682
XXYLT1,0.022757905,0.01918925401775006
ALKBH8,0.02275362,0.018469656992084433
PHOSPHO2,0.022752386,0.018229791316862556
HIST1H2AE,0.022744954,0.018229791316862556
FAM185A,0.022741562,0.01751019429119693
ZNF528,0.022733752,0.017750059966418805
FASTKD3,0.022722002,0.018949388342528184
CCBL1,0.022716196,0.018229791316862556
NSDHL,0.022710849,0.018949388342528184
EPT1,0.022703892,0.019429119692971935
HIP1,0.022695532,0.01870952266730631
RP11-553L6.2,0.022690456,0.017750059966418805
AP001258.4,0.022683978,0.018229791316862556
PIP4K2C,0.022673476,0.017989925641640682
FKRP,0.022668734,0.017989925641640682
TBCE,0.022650046,0.018469656992084433
CTD-2020K17.4,0.022648644,0.01751019429119693
TNFSF14,0.022644052,0.017750059966418805
PAPD7,0.022640346,0.018469656992084433
IPO4,0.022638084,0.018949388342528184
GIN1,0.022633733,0.018469656992084433
MGAT4B,0.022623647,0.019429119692971935
TMEM25,0.022617206,0.017989925641640682
C16orf86,0.022604953,0.018469656992084433
SCRIB,0.022602873,0.01870952266730631
GAB2,0.022598403,0.019668985368193812
RP3-395M20.8,0.022596575,0.017750059966418805
ZNF212,0.022588102,0.017989925641640682
LINC01504,0.022584174,0.018949388342528184
ZFP82,0.022573786,0.018229791316862556
CLP1,0.022558732,0.018229791316862556
PABPC1L,0.022555146,0.018229791316862556
ZNRF2,0.022554485,0.018229791316862556
LINC00893,0.022547536,0.01751019429119693
PUDP,0.022531483,0.018469656992084433
RMDN2,0.022512775,0.01870952266730631
CD300LB,0.022503354,0.01751019429119693
FBXO2,0.02250168,0.017989925641640682
FRS2,0.022491215,0.017750059966418805
RP11-166P13.4,0.022488872,0.017989925641640682
SLC23A2,0.02248381,0.018229791316862556
AACS,0.022483723,0.018469656992084433
ZNF527,0.022469604,0.017270328615975054
BTBD9,0.022467898,0.017989925641640682
NOP9,0.022455435,0.01751019429119693
URB1-AS1,0.022453573,0.018949388342528184
ABCC1,0.02245314,0.01918925401775006
FAM188A,0.022432681,0.018949388342528184
FAM120C,0.022423761,0.017989925641640682
CTC-246B18.10,0.022402016,0.01751019429119693
S1PR3,0.022399858,0.016790597265531303
RP11-582E3.6,0.022363199,0.01751019429119693
TRIO,0.022352448,0.018949388342528184
EXOC8,0.022347927,0.017750059966418805
C11orf74,0.022347027,0.018469656992084433
RP5-1065J22.8,0.022345223,0.017989925641640682
GAS2L1,0.022341862,0.017989925641640682
BAG3,0.022314867,0.01751019429119693
MTMR2,0.022298539,0.01918925401775006
ZNF197,0.022288652,0.017750059966418805
SPDL1,0.022285761,0.017750059966418805
KIR2DL3,0.022278152,0.014631806188534421
CTC-534A2.2,0.022265486,0.017989925641640682
SOCS5,0.022257237,0.017989925641640682
PEX7,0.022254813,0.01870952266730631
SLC35F5,0.022252101,0.01751019429119693
NUP43,0.02225129,0.017989925641640682
UBFD1,0.022248954,0.018469656992084433
NCAPD3,0.022244021,0.018229791316862556
CRYBG3,0.022227347,0.018949388342528184
C12orf42,0.022220505,0.017270328615975054
CNTROB,0.02220163,0.018229791316862556
TUBB1,0.02219532,0.013192612137203167
C17orf67,0.022194715,0.017270328615975054
CTD-2017D11.1,0.022167,0.017750059966418805
WDR53,0.022165947,0.017750059966418805
TBC1D2,0.022162728,0.01870952266730631
MANEA-AS1,0.022117142,0.017989925641640682
SYNJ1,0.022112673,0.017750059966418805
TMEM164,0.022108188,0.01870952266730631
IKBKAP,0.022094002,0.018229791316862556
MSTO1,0.022085356,0.017989925641640682
LINC01506,0.022085264,0.018229791316862556
HYLS1,0.022056682,0.017989925641640682
NMB,0.022050356,0.01703046294075318
SS18L1,0.022046179,0.017989925641640682
SPINT1,0.02203139,0.019429119692971935
ANKRD55,0.022019822,0.017750059966418805
CDC37L1-AS1,0.022017583,0.017750059966418805
PPP1R16A,0.022016697,0.017750059966418805
RP11-960L18.1,0.022010373,0.01751019429119693
ZSCAN29,0.022004483,0.01870952266730631
CTC-250I14.6,0.021998517,0.017270328615975054
FAM19A2,0.021992167,0.017270328615975054
ARL15,0.021987235,0.017750059966418805
ZNF583,0.021979352,0.017750059966418805
RMI1,0.021971598,0.017989925641640682
NIPAL2,0.021970902,0.017989925641640682
RP11-356N1.2,0.021961033,0.017989925641640682
YTHDF3-AS1,0.02194365,0.01751019429119693
RP11-539L10.2,0.021938993,0.016790597265531303
RAI1,0.021919888,0.017989925641640682
IDUA,0.02191772,0.018949388342528184
WDR91,0.02191578,0.016790597265531303
IGLL5,0.021908512,0.013432477812425042
GNE,0.021889752,0.01751019429119693
ACP6,0.021867042,0.01751019429119693
SNIP1,0.021864355,0.017989925641640682
LDB1,0.02185937,0.017989925641640682
TTLL1,0.02185676,0.017989925641640682
CLCN6,0.02185616,0.01751019429119693
ACOT2,0.021833548,0.017750059966418805
ARMC5,0.021833537,0.01870952266730631
TAF4,0.021831935,0.017989925641640682
C12orf66,0.021824589,0.017270328615975054
PLK2,0.021823892,0.017989925641640682
RP11-448A19.1,0.021812817,0.017270328615975054
ACSF2,0.021806492,0.018469656992084433
PPARA,0.021798652,0.017750059966418805
SLC9A1,0.021794919,0.017270328615975054
REC8,0.021794597,0.017270328615975054
SLAIN1,0.021794276,0.017989925641640682
LRRCC1,0.021777555,0.017750059966418805
HBEGF,0.02173506,0.017270328615975054
SNHG23,0.021728428,0.017270328615975054
HMGA1P4,0.021727964,0.016790597265531303
CTD-2026K11.4,0.021721706,0.017750059966418805
TRIM16,0.021719916,0.01751019429119693
B3GALNT2,0.02171803,0.017750059966418805
RP11-296O14.3,0.021716792,0.01751019429119693
ACRBP,0.021710288,0.014152074838090669
RAB13,0.021701833,0.01751019429119693
COLEC12,0.02170174,0.017270328615975054
MATR3-1,0.021695001,0.017750059966418805
CLEC4D,0.021670304,0.01631086591508755
PLEKHA8,0.021666514,0.017270328615975054
PTPN23,0.021662222,0.017750059966418805
TMOD2,0.02163452,0.017989925641640682
CCDC146,0.021627398,0.016550731590309425
ZSCAN25,0.021583745,0.017270328615975054
SYT5,0.021577174,0.016790597265531303
CAPN10-AS1,0.021575432,0.017750059966418805
ATN1,0.02154995,0.017270328615975054
FLJ20021,0.021541456,0.01751019429119693
DHX34,0.021532921,0.01751019429119693
ATP7A,0.021521483,0.01751019429119693
PFKM,0.021509279,0.01751019429119693
ZNF174,0.021496251,0.016790597265531303
SMAD7,0.021486957,0.01703046294075318
AMIGO2,0.021474658,0.017750059966418805
ZNF75D,0.021465074,0.01751019429119693
RP11-495P10.1,0.021451516,0.016790597265531303
ZNF577,0.02144115,0.016790597265531303
DNAJC25,0.021441082,0.01751019429119693
NECAB3,0.02143163,0.017989925641640682
ZNF574,0.021427628,0.016790597265531303
LMBRD2,0.021427052,0.017989925641640682
PPP1R16B,0.021404449,0.01703046294075318
NOMO1,0.021399789,0.017989925641640682
DNAJC27,0.021397445,0.01631086591508755
ADPRH,0.02138746,0.017270328615975054
NET1,0.021376241,0.017750059966418805
CORO2A,0.021373358,0.017750059966418805
BBS7,0.021363202,0.017989925641640682
ZNF589,0.021351688,0.017270328615975054
RP11-936I5.1,0.021351356,0.01751019429119693
CTC-425F1.4,0.021340664,0.014871671863756297
NLK,0.021319894,0.01751019429119693
C5orf42,0.021314662,0.017270328615975054
PPRC1,0.021301052,0.017270328615975054
C4orf46,0.021300858,0.017750059966418805
FAM135A,0.021282872,0.017270328615975054
E2F6,0.021278448,0.016790597265531303
AC005253.2,0.021271473,0.01703046294075318
EEF2K,0.021266539,0.018229791316862556
LRSAM1,0.021220513,0.01703046294075318
ST20,0.021207524,0.017270328615975054
RP13-580F15.2,0.021196485,0.016790597265531303
GORASP1,0.021188475,0.018229791316862556
SFMBT2,0.021182476,0.018469656992084433
EIF2S3L,0.021172795,0.01703046294075318
RP11-117D22.2,0.021172363,0.017270328615975054
ZFYVE26,0.021166876,0.017270328615975054
CMPK2,0.02115664,0.01751019429119693
LSS,0.021141853,0.01751019429119693
VARS2,0.021136725,0.017750059966418805
C5orf22,0.021136481,0.017270328615975054
ZNF844,0.021130085,0.017270328615975054
ZNF552,0.021125028,0.016790597265531303
ZNF253,0.02109895,0.01631086591508755
SLC4A10,0.02107165,0.013912209162868793
IFFO2,0.021068983,0.016071000239865674
MCM6,0.021064362,0.01751019429119693
SCFD2,0.021038149,0.017270328615975054
ZNF678,0.0210226,0.017270328615975054
LIN52,0.02102183,0.01703046294075318
ENDOD1,0.021000477,0.01751019429119693
ZNF710,0.020998314,0.017750059966418805
AC007325.4,0.02097598,0.01703046294075318
PIK3C2B,0.020962443,0.0158311345646438
AC062017.1,0.020959107,0.017989925641640682
SLC9A6,0.020937981,0.017750059966418805
ZW10,0.020934042,0.016790597265531303
ZNF18,0.020923084,0.01703046294075318
C9orf139,0.020913005,0.018229791316862556
DSN1,0.020912934,0.01703046294075318
ZNF184,0.020912817,0.017750059966418805
MOB3B,0.02090878,0.016071000239865674
UEVLD,0.020907234,0.01703046294075318
NEURL1,0.020903772,0.01870952266730631
TNFAIP1,0.02090195,0.016790597265531303
MSANTD3,0.020893358,0.016790597265531303
TRMT10A,0.020882849,0.01631086591508755
EFTUD1,0.020880708,0.017270328615975054
POLA2,0.02085406,0.01631086591508755
ZWILCH,0.02085238,0.016790597265531303
IGHMBP2,0.020838311,0.016790597265531303
CCDC77,0.020829553,0.017270328615975054
RAVER1,0.02081531,0.016790597265531303
AHDC1,0.020806529,0.01703046294075318
PIP4K2B,0.020804591,0.01751019429119693
ZBTB41,0.020799752,0.016790597265531303
ASB3,0.020799734,0.01703046294075318
DCBLD1,0.020789161,0.016790597265531303
BPHL,0.020785712,0.01751019429119693
FAM227B,0.02077449,0.01703046294075318
OXSM,0.020754812,0.01703046294075318
PRMT3,0.020743322,0.016790597265531303
NRF1,0.020717476,0.016550731590309425
PARP2,0.020716337,0.017270328615975054
TAF4B,0.02071425,0.01703046294075318
TTL,0.020711193,0.016790597265531303
DNAJB4,0.020701796,0.01703046294075318
CTD-2017F17.2,0.02070126,0.017270328615975054
NLRX1,0.020696819,0.016790597265531303
DMWD,0.02069486,0.01631086591508755
NDST2,0.020692728,0.01703046294075318
WDR4,0.020681713,0.01751019429119693
SGOL2,0.020651966,0.016790597265531303
FEZ1,0.020637494,0.014152074838090669
PWWP2B,0.020629456,0.017750059966418805
AC109826.1,0.020625701,0.016790597265531303
GATM,0.020624263,0.01751019429119693
PLPP1,0.020597506,0.017270328615975054
TSPAN33,0.020590832,0.016790597265531303
SEMA4C,0.020590303,0.016550731590309425
GPSM2,0.02058518,0.016071000239865674
GS1-124K5.11,0.020573867,0.01631086591508755
RP11-162G10.5,0.020572666,0.016550731590309425
ZNF585A,0.020569881,0.0158311345646438
KIF1BP,0.020566015,0.016550731590309425
DOLPP1,0.020565458,0.016790597265531303
FER,0.020546822,0.01703046294075318
FBXO48,0.020542681,0.01631086591508755
ZNF345,0.020514071,0.016550731590309425
HELLS,0.02050522,0.017270328615975054
ACAD10,0.020492816,0.017270328615975054
PPP2R2B,0.020491166,0.0158311345646438
CRAMP1,0.020481281,0.016071000239865674
IL2RA,0.020476736,0.016550731590309425
ZNF621,0.020476576,0.016790597265531303
SNAPC4,0.02046596,0.01631086591508755
LACTB2-AS1,0.02046146,0.01631086591508755
PDE6G,0.020460298,0.016071000239865674
RP11-126K1.6,0.0204546,0.016790597265531303
ECE2,0.020450728,0.01703046294075318
LRRC42,0.020442622,0.017750059966418805
IFT80,0.02043515,0.016071000239865674
C21orf62,0.020424683,0.016790597265531303
GEMIN5,0.02041686,0.017270328615975054
NOTCH4,0.020392777,0.01751019429119693
SLC7A1,0.020389946,0.01703046294075318
INTS9,0.020389695,0.01631086591508755
ABAT,0.020380856,0.01631086591508755
IFI27L1,0.020376816,0.017270328615975054
RP11-734K2.4,0.02037665,0.016790597265531303
SNX16,0.020373587,0.016790597265531303
PAK4,0.020373099,0.016550731590309425
TMEM64,0.020368185,0.016071000239865674
ZNF461,0.02036733,0.01631086591508755
TESK2,0.020366853,0.0158311345646438
RAPGEF2,0.020361125,0.016790597265531303
PXN-AS1,0.020351563,0.01703046294075318
RP11-542M13.3,0.020334862,0.0158311345646438
TMEM62,0.020329084,0.016550731590309425
RP11-115C21.2,0.0203285,0.01703046294075318
ZIK1,0.020304767,0.016550731590309425
ZNF671,0.020303573,0.0158311345646438
WDPCP,0.020291701,0.017270328615975054
ALG11,0.020280119,0.016071000239865674
GYLTL1B,0.020263921,0.015591268889421923
IGFBP4,0.02025774,0.015111537538978172
SLC35D1,0.020256894,0.01631086591508755
UBA6-AS1,0.020256683,0.0158311345646438
ASGR2,0.020248499,0.016790597265531303
BAIAP2,0.020245478,0.01751019429119693
SDPR,0.020234652,0.01127368673542816
BARD1,0.020232787,0.016071000239865674
NLE1,0.020223599,0.017750059966418805
C17orf100,0.02022092,0.016071000239865674
PRRG4,0.020214785,0.01631086591508755
CNNM2,0.020209499,0.0158311345646438
CHKA,0.020204438,0.017270328615975054
MICALL1,0.020204334,0.015591268889421923
SLC16A10,0.020203922,0.01631086591508755
LANCL2,0.020192053,0.01631086591508755
FANCM,0.020190513,0.016071000239865674
ZSCAN5A,0.020181559,0.01631086591508755
TBC1D22B,0.02017616,0.016790597265531303
TRIP6,0.020167954,0.017989925641640682
RP11-212P7.2,0.02016407,0.016550731590309425
PLOD1,0.020160243,0.017270328615975054
ACOT7,0.020135198,0.016790597265531303
CCDC102B,0.020134224,0.016790597265531303
WEE1,0.020127302,0.016071000239865674
C2CD3,0.020126209,0.0158311345646438
GADD45G,0.020119518,0.015591268889421923
LINC00957,0.020115433,0.0158311345646438
SGCB,0.020113833,0.016550731590309425
GPD2,0.020111497,0.016071000239865674
ANO10,0.020106522,0.016071000239865674
JAKMIP2,0.020079609,0.015111537538978172
GAS6-AS1,0.020072306,0.01703046294075318
IFT22,0.020061752,0.016071000239865674
SEMA4F,0.020048806,0.0158311345646438
BAHD1,0.020042967,0.01631086591508755
RP5-940J5.9,0.020033116,0.017270328615975054
ZNF513,0.020027215,0.016550731590309425
CTB-193M12.5,0.02002263,0.016550731590309425
DROSHA,0.0200165,0.016550731590309425
HAR1A,0.020011786,0.015591268889421923
MIRLET7BHG,0.02001012,0.016071000239865674
FOLR2,0.019994393,0.016550731590309425
FAM169A,0.019993091,0.016071000239865674
PHF7,0.019988341,0.0158311345646438
CCZ1B,0.019980974,0.016071000239865674
FARP2,0.019980911,0.016550731590309425
SIK2,0.019979866,0.016071000239865674
KCNMB1,0.019976372,0.01751019429119693
ZNF250,0.019970555,0.0158311345646438
SMPDL3A,0.01996907,0.016790597265531303
ASH1L-AS1,0.019968618,0.016071000239865674
ARHGEF12,0.019948598,0.015591268889421923
ZNF230,0.019945236,0.0158311345646438
MPP5,0.0199405,0.015351403214200048
ALMS1,0.01993208,0.016790597265531303
TNS3,0.01992829,0.016790597265531303
UNC119B,0.01991327,0.0158311345646438
CXorf23,0.019911155,0.016550731590309425
SLC16A6,0.019902721,0.0158311345646438
GTF3C4,0.019894738,0.015591268889421923
MTURN,0.019889105,0.01631086591508755
ABCA2,0.01987806,0.015591268889421923
RP11-390E23.6,0.019870445,0.016071000239865674
LDOC1,0.019868093,0.015351403214200048
A1BG-AS1,0.019862613,0.01631086591508755
VKORC1L1,0.01985543,0.0158311345646438
C1orf216,0.01983952,0.015591268889421923
CCDC122,0.019831777,0.016550731590309425
ARHGAP11B,0.019814868,0.015591268889421923
PTDSS2,0.019810682,0.01631086591508755
CCDC51,0.019807408,0.016071000239865674
MRM1,0.019806996,0.0158311345646438
